#    L    TT             EE             TE             PP             TP          
  2418   0.976205E+02   0.224559E+01  -0.365493E+01   0.409608E+05   0.709451E+01
  2419   0.973138E+02   0.224357E+01  -0.358636E+01   0.409218E+05   0.691514E+01
  2420   0.970053E+02   0.224198E+01  -0.351865E+01   0.408828E+05   0.673598E+01
  2421   0.966935E+02   0.224083E+01  -0.345182E+01   0.408439E+05   0.655737E+01
  2422   0.963792E+02   0.224011E+01  -0.338589E+01   0.408051E+05   0.637965E+01
  2423   0.960631E+02   0.223982E+01  -0.332086E+01   0.407663E+05   0.620316E+01
  2424   0.957438E+02   0.223994E+01  -0.325678E+01   0.407276E+05   0.602824E+01
  2425   0.954227E+02   0.224050E+01  -0.319364E+01   0.406889E+05   0.585524E+01
  2426   0.950990E+02   0.224145E+01  -0.313148E+01   0.406502E+05   0.568448E+01
  2427   0.947729E+02   0.224281E+01  -0.307029E+01   0.406116E+05   0.551632E+01
  2428   0.944451E+02   0.224457E+01  -0.301011E+01   0.405731E+05   0.535110E+01
  2429   0.941155E+02   0.224672E+01  -0.295096E+01   0.405345E+05   0.518915E+01
  2430   0.937834E+02   0.224926E+01  -0.289283E+01   0.404961E+05   0.503082E+01
  2431   0.934496E+02   0.225218E+01  -0.283576E+01   0.404577E+05   0.487645E+01
  2432   0.931140E+02   0.225548E+01  -0.277975E+01   0.404193E+05   0.472638E+01
  2433   0.927768E+02   0.225915E+01  -0.272483E+01   0.403810E+05   0.458095E+01
  2434   0.924386E+02   0.226318E+01  -0.267100E+01   0.403427E+05   0.444050E+01
  2435   0.920980E+02   0.226757E+01  -0.261828E+01   0.403045E+05   0.430537E+01
  2436   0.917564E+02   0.227230E+01  -0.256669E+01   0.402663E+05   0.417591E+01
  2437   0.914131E+02   0.227737E+01  -0.251623E+01   0.402282E+05   0.405245E+01
  2438   0.910689E+02   0.228279E+01  -0.246692E+01   0.401901E+05   0.393534E+01
  2439   0.907230E+02   0.228852E+01  -0.241876E+01   0.401520E+05   0.382491E+01
  2440   0.903763E+02   0.229459E+01  -0.237178E+01   0.401141E+05   0.372151E+01
  2441   0.900286E+02   0.230096E+01  -0.232598E+01   0.400761E+05   0.362548E+01
  2442   0.896800E+02   0.230764E+01  -0.228136E+01   0.400382E+05   0.353716E+01
  2443   0.893297E+02   0.231462E+01  -0.223795E+01   0.400004E+05   0.345689E+01
  2444   0.889793E+02   0.232189E+01  -0.219574E+01   0.399625E+05   0.338501E+01
  2445   0.886288E+02   0.232944E+01  -0.215476E+01   0.399248E+05   0.332187E+01
  2446   0.882767E+02   0.233727E+01  -0.211500E+01   0.398871E+05   0.326779E+01
  2447   0.879251E+02   0.234537E+01  -0.207648E+01   0.398494E+05   0.322314E+01
  2448   0.875727E+02   0.235373E+01  -0.203920E+01   0.398118E+05   0.318823E+01
  2449   0.872195E+02   0.236234E+01  -0.200317E+01   0.397742E+05   0.316343E+01
  2450   0.868669E+02   0.237120E+01  -0.196838E+01   0.397367E+05   0.314906E+01
  2451   0.865135E+02   0.238029E+01  -0.193486E+01   0.396992E+05   0.314535E+01
  2452   0.861607E+02   0.238960E+01  -0.190260E+01   0.396617E+05   0.315206E+01
  2453   0.858070E+02   0.239915E+01  -0.187162E+01   0.396243E+05   0.316883E+01
  2454   0.854540E+02   0.240890E+01  -0.184191E+01   0.395870E+05   0.319530E+01
  2455   0.851008E+02   0.241887E+01  -0.181347E+01   0.395497E+05   0.323111E+01
  2456   0.847483E+02   0.242902E+01  -0.178632E+01   0.395124E+05   0.327590E+01
  2457   0.843964E+02   0.243938E+01  -0.176043E+01   0.394752E+05   0.332930E+01
  2458   0.840444E+02   0.244991E+01  -0.173584E+01   0.394380E+05   0.339097E+01
  2459   0.836922E+02   0.246062E+01  -0.171253E+01   0.394009E+05   0.346053E+01
  2460   0.833414E+02   0.247151E+01  -0.169050E+01   0.393638E+05   0.353763E+01
  2461   0.829911E+02   0.248255E+01  -0.166975E+01   0.393268E+05   0.362190E+01
  2462   0.826407E+02   0.249375E+01  -0.165029E+01   0.392898E+05   0.371300E+01
  2463   0.822924E+02   0.250509E+01  -0.163211E+01   0.392528E+05   0.381056E+01
  2464   0.819439E+02   0.251658E+01  -0.161520E+01   0.392159E+05   0.391421E+01
  2465   0.815967E+02   0.252819E+01  -0.159957E+01   0.391791E+05   0.402360E+01
  2466   0.812501E+02   0.253993E+01  -0.158521E+01   0.391423E+05   0.413837E+01
  2467   0.809048E+02   0.255178E+01  -0.157212E+01   0.391055E+05   0.425816E+01
  2468   0.805608E+02   0.256375E+01  -0.156030E+01   0.390688E+05   0.438260E+01
  2469   0.802181E+02   0.257581E+01  -0.154973E+01   0.390321E+05   0.451135E+01
  2470   0.798759E+02   0.258797E+01  -0.154043E+01   0.389955E+05   0.464403E+01
  2471   0.795358E+02   0.260020E+01  -0.153236E+01   0.389589E+05   0.478029E+01
  2472   0.791969E+02   0.261252E+01  -0.152554E+01   0.389223E+05   0.491976E+01
  2473   0.788593E+02   0.262490E+01  -0.151996E+01   0.388858E+05   0.506210E+01
  2474   0.785230E+02   0.263734E+01  -0.151561E+01   0.388494E+05   0.520693E+01
  2475   0.781887E+02   0.264983E+01  -0.151249E+01   0.388130E+05   0.535391E+01
  2476   0.778556E+02   0.266238E+01  -0.151057E+01   0.387766E+05   0.550265E+01
  2477   0.775246E+02   0.267495E+01  -0.150986E+01   0.387403E+05   0.565282E+01
  2478   0.771955E+02   0.268755E+01  -0.151035E+01   0.387040E+05   0.580405E+01
  2479   0.768684E+02   0.270018E+01  -0.151202E+01   0.386677E+05   0.595597E+01
  2480   0.765425E+02   0.271282E+01  -0.151486E+01   0.386315E+05   0.610823E+01
  2481   0.762194E+02   0.272547E+01  -0.151886E+01   0.385954E+05   0.626047E+01
  2482   0.758982E+02   0.273811E+01  -0.152402E+01   0.385593E+05   0.641233E+01
  2483   0.755790E+02   0.275075E+01  -0.153031E+01   0.385232E+05   0.656344E+01
  2484   0.752617E+02   0.276338E+01  -0.153773E+01   0.384872E+05   0.671345E+01
  2485   0.749472E+02   0.277598E+01  -0.154627E+01   0.384512E+05   0.686200E+01
  2486   0.746353E+02   0.278855E+01  -0.155591E+01   0.384152E+05   0.700873E+01
  2487   0.743254E+02   0.280107E+01  -0.156664E+01   0.383794E+05   0.715327E+01
  2488   0.740181E+02   0.281355E+01  -0.157845E+01   0.383435E+05   0.729527E+01
  2489   0.737128E+02   0.282598E+01  -0.159133E+01   0.383077E+05   0.743437E+01
  2490   0.734101E+02   0.283834E+01  -0.160525E+01   0.382719E+05   0.757021E+01
  2491   0.731109E+02   0.285063E+01  -0.162020E+01   0.382362E+05   0.770242E+01
  2492   0.728136E+02   0.286285E+01  -0.163618E+01   0.382005E+05   0.783065E+01
  2493   0.725189E+02   0.287498E+01  -0.165316E+01   0.381649E+05   0.795454E+01
  2494   0.722272E+02   0.288703E+01  -0.167113E+01   0.381293E+05   0.807373E+01
  2495   0.719383E+02   0.289897E+01  -0.169006E+01   0.380937E+05   0.818785E+01
  2496   0.716523E+02   0.291081E+01  -0.170996E+01   0.380582E+05   0.829655E+01
  2497   0.713691E+02   0.292254E+01  -0.173078E+01   0.380227E+05   0.839947E+01
  2498   0.710890E+02   0.293415E+01  -0.175253E+01   0.379873E+05   0.849625E+01
  2499   0.708117E+02   0.294563E+01  -0.177518E+01   0.379519E+05   0.858652E+01
  2500   0.705375E+02   0.295697E+01  -0.179872E+01   0.379166E+05   0.866993E+01
  2501   0.702664E+02   0.296818E+01  -0.182312E+01   0.378813E+05   0.874621E+01
  2502   0.699984E+02   0.297923E+01  -0.184837E+01   0.378460E+05   0.881549E+01
  2503   0.697335E+02   0.299012E+01  -0.187446E+01   0.378108E+05   0.887799E+01
  2504   0.694718E+02   0.300086E+01  -0.190137E+01   0.377756E+05   0.893393E+01
  2505   0.692133E+02   0.301144E+01  -0.192908E+01   0.377405E+05   0.898352E+01
  2506   0.689579E+02   0.302184E+01  -0.195758E+01   0.377054E+05   0.902699E+01
  2507   0.687060E+02   0.303206E+01  -0.198683E+01   0.376703E+05   0.906457E+01
  2508   0.684573E+02   0.304211E+01  -0.201685E+01   0.376353E+05   0.909646E+01
  2509   0.682118E+02   0.305198E+01  -0.204759E+01   0.376003E+05   0.912288E+01
  2510   0.679698E+02   0.306164E+01  -0.207904E+01   0.375654E+05   0.914407E+01
  2511   0.677311E+02   0.307112E+01  -0.211120E+01   0.375305E+05   0.916024E+01
  2512   0.674959E+02   0.308040E+01  -0.214402E+01   0.374957E+05   0.917161E+01
  2513   0.672640E+02   0.308946E+01  -0.217751E+01   0.374609E+05   0.917840E+01
  2514   0.670356E+02   0.309832E+01  -0.221163E+01   0.374261E+05   0.918083E+01
  2515   0.668107E+02   0.310697E+01  -0.224638E+01   0.373914E+05   0.917912E+01
  2516   0.665893E+02   0.311539E+01  -0.228172E+01   0.373567E+05   0.917349E+01
  2517   0.663713E+02   0.312358E+01  -0.231764E+01   0.373221E+05   0.916416E+01
  2518   0.661567E+02   0.313155E+01  -0.235413E+01   0.372875E+05   0.915135E+01
  2519   0.659457E+02   0.313929E+01  -0.239115E+01   0.372529E+05   0.913528E+01
  2520   0.657382E+02   0.314678E+01  -0.242870E+01   0.372184E+05   0.911618E+01
  2521   0.655342E+02   0.315404E+01  -0.246674E+01   0.371839E+05   0.909426E+01
  2522   0.653337E+02   0.316106E+01  -0.250527E+01   0.371495E+05   0.906974E+01
  2523   0.651368E+02   0.316783E+01  -0.254425E+01   0.371151E+05   0.904284E+01
  2524   0.649434E+02   0.317434E+01  -0.258366E+01   0.370807E+05   0.901379E+01
  2525   0.647536E+02   0.318060E+01  -0.262349E+01   0.370464E+05   0.898279E+01
  2526   0.645673E+02   0.318660E+01  -0.266371E+01   0.370121E+05   0.895009E+01
  2527   0.643845E+02   0.319235E+01  -0.270431E+01   0.369779E+05   0.891588E+01
  2528   0.642054E+02   0.319783E+01  -0.274526E+01   0.369437E+05   0.888040E+01
  2529   0.640298E+02   0.320304E+01  -0.278652E+01   0.369096E+05   0.884386E+01
  2530   0.638577E+02   0.320798E+01  -0.282810E+01   0.368755E+05   0.880649E+01
  2531   0.636892E+02   0.321266E+01  -0.286997E+01   0.368414E+05   0.876850E+01
  2532   0.635242E+02   0.321706E+01  -0.291209E+01   0.368074E+05   0.873012E+01
  2533   0.633627E+02   0.322117E+01  -0.295445E+01   0.367734E+05   0.869156E+01
  2534   0.632049E+02   0.322502E+01  -0.299703E+01   0.367394E+05   0.865305E+01
  2535   0.630504E+02   0.322857E+01  -0.303981E+01   0.367055E+05   0.861480E+01
  2536   0.628994E+02   0.323184E+01  -0.308275E+01   0.366716E+05   0.857704E+01
  2537   0.627520E+02   0.323482E+01  -0.312586E+01   0.366378E+05   0.853999E+01
  2538   0.626079E+02   0.323751E+01  -0.316909E+01   0.366040E+05   0.850386E+01
  2539   0.624674E+02   0.323991E+01  -0.321243E+01   0.365703E+05   0.846887E+01
  2540   0.623302E+02   0.324200E+01  -0.325586E+01   0.365366E+05   0.843526E+01
  2541   0.621965E+02   0.324382E+01  -0.329935E+01   0.365029E+05   0.840323E+01
  2542   0.620662E+02   0.324533E+01  -0.334288E+01   0.364693E+05   0.837301E+01
  2543   0.619393E+02   0.324655E+01  -0.338643E+01   0.364357E+05   0.834481E+01
  2544   0.618157E+02   0.324747E+01  -0.342997E+01   0.364021E+05   0.831886E+01
  2545   0.616955E+02   0.324811E+01  -0.347349E+01   0.363686E+05   0.829539E+01
  2546   0.615787E+02   0.324844E+01  -0.351696E+01   0.363351E+05   0.827459E+01
  2547   0.614651E+02   0.324847E+01  -0.356036E+01   0.363017E+05   0.825671E+01
  2548   0.613547E+02   0.324821E+01  -0.360367E+01   0.362683E+05   0.824196E+01
  2549   0.612476E+02   0.324764E+01  -0.364686E+01   0.362350E+05   0.823055E+01
  2550   0.611437E+02   0.324678E+01  -0.368992E+01   0.362017E+05   0.822272E+01
  2551   0.610430E+02   0.324561E+01  -0.373282E+01   0.361684E+05   0.821859E+01
  2552   0.609455E+02   0.324414E+01  -0.377554E+01   0.361351E+05   0.821794E+01
  2553   0.608510E+02   0.324236E+01  -0.381807E+01   0.361019E+05   0.822047E+01
  2554   0.607596E+02   0.324028E+01  -0.386038E+01   0.360688E+05   0.822587E+01
  2555   0.606713E+02   0.323790E+01  -0.390246E+01   0.360357E+05   0.823384E+01
  2556   0.605859E+02   0.323522E+01  -0.394429E+01   0.360026E+05   0.824407E+01
  2557   0.605036E+02   0.323223E+01  -0.398585E+01   0.359696E+05   0.825626E+01
  2558   0.604242E+02   0.322894E+01  -0.402712E+01   0.359366E+05   0.827010E+01
  2559   0.603478E+02   0.322535E+01  -0.406810E+01   0.359036E+05   0.828528E+01
  2560   0.602743E+02   0.322146E+01  -0.410875E+01   0.358707E+05   0.830151E+01
  2561   0.602036E+02   0.321727E+01  -0.414905E+01   0.358378E+05   0.831847E+01
  2562   0.601358E+02   0.321278E+01  -0.418901E+01   0.358049E+05   0.833586E+01
  2563   0.600706E+02   0.320800E+01  -0.422859E+01   0.357721E+05   0.835337E+01
  2564   0.600083E+02   0.320291E+01  -0.426778E+01   0.357394E+05   0.837070E+01
  2565   0.599485E+02   0.319752E+01  -0.430656E+01   0.357066E+05   0.838754E+01
  2566   0.598914E+02   0.319184E+01  -0.434492E+01   0.356739E+05   0.840359E+01
  2567   0.598370E+02   0.318586E+01  -0.438283E+01   0.356413E+05   0.841855E+01
  2568   0.597851E+02   0.317960E+01  -0.442029E+01   0.356086E+05   0.843210E+01
  2569   0.597357E+02   0.317304E+01  -0.445728E+01   0.355761E+05   0.844394E+01
  2570   0.596887E+02   0.316619E+01  -0.449378E+01   0.355435E+05   0.845376E+01
  2571   0.596443E+02   0.315907E+01  -0.452978E+01   0.355110E+05   0.846127E+01
  2572   0.596022E+02   0.315166E+01  -0.456527E+01   0.354785E+05   0.846615E+01
  2573   0.595624E+02   0.314398E+01  -0.460022E+01   0.354461E+05   0.846810E+01
  2574   0.595250E+02   0.313603E+01  -0.463463E+01   0.354137E+05   0.846681E+01
  2575   0.594898E+02   0.312779E+01  -0.466848E+01   0.353813E+05   0.846198E+01
  2576   0.594568E+02   0.311930E+01  -0.470176E+01   0.353490E+05   0.845330E+01
  2577   0.594259E+02   0.311054E+01  -0.473445E+01   0.353167E+05   0.844047E+01
  2578   0.593971E+02   0.310151E+01  -0.476653E+01   0.352845E+05   0.842318E+01
  2579   0.593704E+02   0.309222E+01  -0.479800E+01   0.352522E+05   0.840113E+01
  2580   0.593456E+02   0.308268E+01  -0.482885E+01   0.352201E+05   0.837401E+01
  2581   0.593227E+02   0.307287E+01  -0.485905E+01   0.351879E+05   0.834151E+01
  2582   0.593017E+02   0.306282E+01  -0.488860E+01   0.351558E+05   0.830333E+01
  2583   0.592825E+02   0.305252E+01  -0.491747E+01   0.351237E+05   0.825917E+01
  2584   0.592651E+02   0.304198E+01  -0.494568E+01   0.350917E+05   0.820872E+01
  2585   0.592494E+02   0.303119E+01  -0.497319E+01   0.350597E+05   0.815167E+01
  2586   0.592353E+02   0.302018E+01  -0.500001E+01   0.350277E+05   0.808771E+01
  2587   0.592227E+02   0.300893E+01  -0.502611E+01   0.349958E+05   0.801655E+01
  2588   0.592118E+02   0.299744E+01  -0.505149E+01   0.349639E+05   0.793788E+01
  2589   0.592023E+02   0.298574E+01  -0.507613E+01   0.349321E+05   0.785138E+01
  2590   0.591942E+02   0.297381E+01  -0.510004E+01   0.349002E+05   0.775677E+01
  2591   0.591875E+02   0.296167E+01  -0.512318E+01   0.348684E+05   0.765372E+01
  2592   0.591820E+02   0.294932E+01  -0.514556E+01   0.348367E+05   0.754194E+01
  2593   0.591777E+02   0.293674E+01  -0.516716E+01   0.348050E+05   0.742112E+01
  2594   0.591747E+02   0.292397E+01  -0.518798E+01   0.347733E+05   0.729095E+01
  2595   0.591727E+02   0.291100E+01  -0.520801E+01   0.347416E+05   0.715113E+01
  2596   0.591717E+02   0.289783E+01  -0.522723E+01   0.347100E+05   0.700135E+01
  2597   0.591717E+02   0.288447E+01  -0.524565E+01   0.346784E+05   0.684131E+01
  2598   0.591726E+02   0.287092E+01  -0.526326E+01   0.346469E+05   0.667071E+01
  2599   0.591744E+02   0.285719E+01  -0.528004E+01   0.346154E+05   0.648922E+01
  2600   0.591770E+02   0.284329E+01  -0.529599E+01   0.345839E+05   0.629656E+01
  2601   0.591804E+02   0.282922E+01  -0.531111E+01   0.345524E+05   0.609257E+01
  2602   0.591844E+02   0.281498E+01  -0.532538E+01   0.345210E+05   0.587770E+01
  2603   0.591891E+02   0.280059E+01  -0.533882E+01   0.344896E+05   0.565256E+01
  2604   0.591943E+02   0.278603E+01  -0.535141E+01   0.344583E+05   0.541774E+01
  2605   0.592001E+02   0.277132E+01  -0.536314E+01   0.344270E+05   0.517387E+01
  2606   0.592063E+02   0.275646E+01  -0.537403E+01   0.343957E+05   0.492153E+01
  2607   0.592129E+02   0.274146E+01  -0.538405E+01   0.343645E+05   0.466135E+01
  2608   0.592199E+02   0.272632E+01  -0.539320E+01   0.343332E+05   0.439392E+01
  2609   0.592272E+02   0.271104E+01  -0.540149E+01   0.343021E+05   0.411984E+01
  2610   0.592348E+02   0.269562E+01  -0.540892E+01   0.342709E+05   0.383973E+01
  2611   0.592425E+02   0.268009E+01  -0.541548E+01   0.342398E+05   0.355419E+01
  2612   0.592504E+02   0.266443E+01  -0.542117E+01   0.342088E+05   0.326383E+01
  2613   0.592584E+02   0.264864E+01  -0.542600E+01   0.341777E+05   0.296924E+01
  2614   0.592664E+02   0.263276E+01  -0.542995E+01   0.341467E+05   0.267104E+01
  2615   0.592744E+02   0.261676E+01  -0.543304E+01   0.341158E+05   0.236983E+01
  2616   0.592824E+02   0.260066E+01  -0.543526E+01   0.340849E+05   0.206622E+01
  2617   0.592902E+02   0.258446E+01  -0.543662E+01   0.340540E+05   0.176081E+01
  2618   0.592979E+02   0.256818E+01  -0.543711E+01   0.340231E+05   0.145421E+01
  2619   0.593053E+02   0.255179E+01  -0.543674E+01   0.339923E+05   0.114702E+01
  2620   0.593126E+02   0.253534E+01  -0.543551E+01   0.339615E+05   0.839843E+00
  2621   0.593194E+02   0.251881E+01  -0.543342E+01   0.339308E+05   0.533294E+00
  2622   0.593260E+02   0.250220E+01  -0.543048E+01   0.339001E+05   0.227972E+00
  2623   0.593320E+02   0.248553E+01  -0.542669E+01   0.338694E+05  -0.755147E-01
  2624   0.593377E+02   0.246880E+01  -0.542205E+01   0.338388E+05  -0.376562E+00
  2625   0.593428E+02   0.245201E+01  -0.541658E+01   0.338082E+05  -0.674565E+00
  2626   0.593474E+02   0.243517E+01  -0.541024E+01   0.337777E+05  -0.968918E+00
  2627   0.593514E+02   0.241828E+01  -0.540308E+01   0.337471E+05  -0.125902E+01
  2628   0.593546E+02   0.240136E+01  -0.539508E+01   0.337167E+05  -0.154425E+01
  2629   0.593572E+02   0.238440E+01  -0.538626E+01   0.336862E+05  -0.182402E+01
  2630   0.593588E+02   0.236741E+01  -0.537660E+01   0.336558E+05  -0.209772E+01
  2631   0.593598E+02   0.235038E+01  -0.536614E+01   0.336255E+05  -0.236474E+01
  2632   0.593599E+02   0.233335E+01  -0.535486E+01   0.335951E+05  -0.262448E+01
  2633   0.593591E+02   0.231630E+01  -0.534280E+01   0.335649E+05  -0.287633E+01
  2634   0.593572E+02   0.229924E+01  -0.532993E+01   0.335346E+05  -0.311969E+01
  2635   0.593545E+02   0.228219E+01  -0.531628E+01   0.335044E+05  -0.335395E+01
  2636   0.593508E+02   0.226514E+01  -0.530186E+01   0.334742E+05  -0.357850E+01
  2637   0.593460E+02   0.224811E+01  -0.528668E+01   0.334441E+05  -0.379275E+01
  2638   0.593401E+02   0.223108E+01  -0.527073E+01   0.334140E+05  -0.399608E+01
  2639   0.593330E+02   0.221408E+01  -0.525404E+01   0.333840E+05  -0.418789E+01
  2640   0.593247E+02   0.219711E+01  -0.523660E+01   0.333540E+05  -0.436758E+01
  2641   0.593153E+02   0.218016E+01  -0.521842E+01   0.333240E+05  -0.453453E+01
  2642   0.593045E+02   0.216325E+01  -0.519952E+01   0.332941E+05  -0.468815E+01
  2643   0.592924E+02   0.214638E+01  -0.517989E+01   0.332642E+05  -0.482782E+01
  2644   0.592789E+02   0.212955E+01  -0.515956E+01   0.332343E+05  -0.495295E+01
  2645   0.592639E+02   0.211278E+01  -0.513853E+01   0.332045E+05  -0.506293E+01
  2646   0.592476E+02   0.209605E+01  -0.511681E+01   0.331747E+05  -0.515715E+01
  2647   0.592298E+02   0.207940E+01  -0.509441E+01   0.331450E+05  -0.523501E+01
  2648   0.592103E+02   0.206280E+01  -0.507134E+01   0.331153E+05  -0.529589E+01
  2649   0.591894E+02   0.204628E+01  -0.504762E+01   0.330857E+05  -0.533921E+01
  2650   0.591669E+02   0.202984E+01  -0.502326E+01   0.330561E+05  -0.536434E+01
  2651   0.591428E+02   0.201347E+01  -0.499826E+01   0.330265E+05  -0.537085E+01
  2652   0.591169E+02   0.199719E+01  -0.497263E+01   0.329970E+05  -0.535896E+01
  2653   0.590894E+02   0.198100E+01  -0.494638E+01   0.329675E+05  -0.532903E+01
  2654   0.590600E+02   0.196490E+01  -0.491951E+01   0.329381E+05  -0.528144E+01
  2655   0.590290E+02   0.194889E+01  -0.489203E+01   0.329087E+05  -0.521657E+01
  2656   0.589961E+02   0.193298E+01  -0.486394E+01   0.328793E+05  -0.513480E+01
